"""GRPCOL""","""HUM""","""TEMP""","""PWRA"""
43589.38542,37,32,2653.8
43589.38889,38,32,2154.6
43589.39236,38,32.1,1680.6
43589.39583,39,32.1,1644.6
43589.39931,39,32.1,1825.2
43589.40278,39,32.2,2563
43589.40625,39,32.2,2264.2
43589.40972,38,32.3,2493.8
43589.41319,38,32.3,2559.8
43589.41667,38,32.3,1744.8
43589.42014,37,32.4,1555.6
43589.42361,37,32.4,1695.4
43589.42708,37,32.5,1664.6
43589.43056,37,32.6,1464.6
43589.43403,36,32.6,1454
43589.4375,36,32.6,1432
43589.44097,36,32.7,1501.4
43589.44444,36,32.8,1502.6
43589.44792,36,32.8,1497.6
43589.45139,35,32.9,1506.4
43589.45486,35,32.9,1506.8
43589.45833,35,33,1510
43589.46181,35,33.1,1504
43589.46528,34,33.2,1503.4
43589.46875,34,33.2,1494.2
43589.47222,34,33.3,1498
43589.47569,34,33.4,1498.6
43589.47917,34,33.4,1505.8
43589.48264,33,33.6,1501.8
43589.48611,33,33.6,1507.4
43589.48958,33,33.7,1488.6
43589.49306,33,33.8,1484
43589.49653,32,33.8,1486
43589.5,32,33.9,1471.8
43589.50347,32,34,1485
43589.50694,32,34.1,1492.4
43589.51042,32,34.2,1491.8
43589.51389,32,34.3,1496.4
43589.51736,31,34.4,1501.6
43589.52083,31,34.5,1494.2
43589.52431,31,34.5,1478.6
43589.52778,31,34.6,1487.8
43589.53125,31,34.7,1493.6
43589.53472,31,34.8,1500.4
43589.53819,31,34.9,1490.4
43589.54167,30,35,1504
